running ID,Niskin_Id,grouping_col,Event,Latitude,Longitude,Bottle,Date,Potemp090C,Potemp190C,PrDM,DepSM,T090C,T190C,Sal00,Sal11,Sbeox0_umol/L,Sbeox1_umol/L,FlECO-AFL,Spalte1,Depth_(m),Fix_Temp_C,C(O2)_umol/L,Flag,Fix_Temp_C_dup,C(O2)_umol/L_dup,Flag_dup,NO3+NO2_mean,QF,NO3+NO2_std,QF.1,NO3+NO2_CF,QF.2,NO3+NO2_c_mean,QF.3,NO3+NO2_c_std,QF.4,NO2_mean,QF.5,NO2_std,QF.6,NO2_CF,QF.7,NO2_c_mean,QF.8,NO2_c_std,QF.9,Si(OH)4_mean,QF.10,Si(OH)4_std,QF.11,Si(OH)4_CF,QF.12,Si(OH)4_c_mean,QF.13,Si(OH)4_c_std,QF.14,PO4_mean,QF.15,PO4_std,QF.16,PO4_CF,QF.17,PO4_c_mean,QF.18,PO4_c_std,QF.19,NH4_mean,QF.20,NH4_std,QF.21,NH4_CF,QF.22,NH4_c_mean,QF.23,NH4_c_std,QF.24,TDN_mean,QF.25,TDN_std,QF.26,TDN_CF,QF.27,TDN_c_mean,QF.28,TDN_c_std,QF.29,TDP_mean,QF.30,TDP_std,QF.31,TDP_CF,QF.32,TDP_c_mean,QF.33,TDP_c_std,QF.34,Density_at_lab_temp,Density_Anomaly_at_lab_temp,Density_at_fix_temp,NO3+NO2_c_mean_umolkg,NO3+NO2_c_std_umolkg,NO2_c_mean_umolkg,NO2_c_std_umolkg,Si(OH)4_c_mean_umolkg,Si(OH)4_c_std_umolkg,PO4_c_mean_umolkg,PO4_c_std_umolkg,NH4_c_mean_umolkg,NH4_c_std_umolkg,TDN_c_mean_umolkg,TDN_c_std_umolkg,TDP_c_mean_umolkg,TDP_c_std_umolkg,C(O2)_umol/L_umolkg
44,PS138_19-1-N20,PS138_19-1_47,PS138_19-1,83.8683,33.208806,20,Aug 10 2023,-1.788,-1.7868,47.841,47.325,-1.787,-1.7859,34.3631,34.364,348.82,352.16,1.2845,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.581196,1.024581196,,,,,,,,,,,,,,,,
45,PS138_19-1-N21,PS138_19-1_47,PS138_19-1,83.8683,33.208806,21,Aug 10 2023,-1.7879,-1.7875,47.84,47.324,-1.787,-1.7866,34.3635,34.365,348.82,352.3,1.3184,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.581503,1.024581503,,,,,,,,,,,,,,,,
46,PS138_19-1-N22,PS138_19-1_47,PS138_19-1,83.8683,33.208806,22,Aug 10 2023,-1.7831,-1.7842,47.846,47.329,-1.7822,-1.7832,34.3632,34.366,348.9,352.38,1.3132,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.581273,1.024581273,,,,,,,,,,,,,,,,
47,PS138_19-1-N23,PS138_19-1_47,PS138_19-1,83.8683,33.208806,23,Aug 10 2023,-1.7844,-1.784,47.833,47.316,-1.7835,-1.7831,34.3625,34.3648,349.2,353.17,1.3281,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.580735,1.024580735,,,,,,,,,,,,,,,,
48,PS138_19-1-N24,PS138_19-1_47,PS138_19-1,83.8683,33.208806,24,Aug 10 2023,-1.7896,-1.7923,47.834,47.317,-1.7887,-1.7913,34.3636,34.3655,349.09,352.27,1.3493,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.58158,1.02458158,,,,,,,,,,,,,,,,
49,PS138_22-1-N1,PS138_22-1_100,PS138_22-1,83.877061,33.169623,1,Aug 10 2023,-1.5077,-1.5104,101.317,100.21,-1.5054,-1.5081,34.4081,34.4089,339.94,342.15,0.0162,100,100,-1.3,347.6,2,,,,4.207,2,0,2,1.987,2,8.36,2,0,2,0,2,0,2,0.972,2,0,2,0,2,2.718,2,0,2,1.129,2,3.068,2,0,2,0.546,2,0,2,1.045,2,0.571,2,0,2,-0.015,2,0,2,1.034,2,-0.016,2,0,2,11.852,2,0,2,0.989,2,11.717,2,0,2,0.564,2,0,2,0.955,2,0.538,2,0,2,1024.615735,1.024615735,1028.295367,8.159,0,0,0,2.994,0,0.557,0,-0.016,0,11.436,0,0.525,0,338.035
50,PS138_22-1-N2,PS138_22-1_100,PS138_22-1,83.877061,33.169623,2,Aug 10 2023,-1.5079,-1.5083,101.332,100.226,-1.5056,-1.506,34.4087,34.4096,339.92,342.09,0.0294,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.616195,1.024616195,,,,,,,,,,,,,,,,
51,PS138_22-1-N3,PS138_22-1_100,PS138_22-1,83.877061,33.169623,3,Aug 10 2023,-1.5129,-1.5117,101.319,100.212,-1.5106,-1.5094,34.409,34.4094,339.63,342.44,0.0587,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.616426,1.024616426,,,,,,,,,,,,,,,,
52,PS138_22-1-N4,PS138_22-1_75,PS138_22-1,83.877061,33.169623,4,Aug 10 2023,-1.739,-1.7383,75.884,75.06,-1.7374,-1.7367,34.386,34.3866,343.55,345.86,0.1257,75,75,-1.4,350.5,2,,,,4.08,2,0.005,2,1.987,2,8.109,2,0.009,2,0.008,2,0.001,2,0.972,2,0.008,2,0.001,2,2.631,2,0.001,2,1.129,2,2.97,2,0.001,2,0.537,2,0.001,2,1.045,2,0.561,2,0.001,2,-0.013,2,0.003,2,1.034,2,-0.013,2,0.003,2,11.482,2,0.049,2,0.989,2,11.351,2,0.048,2,0.554,2,0.003,2,0.955,2,0.529,2,0.002,2,1024.598772,1.024598772,1028.282509,7.914,0.009,0.008,0.001,2.899,0.001,0.548,0.001,-0.013,0.003,11.078,0.047,0.516,0.002,340.86
53,PS138_22-1-N5,PS138_22-1_75,PS138_22-1,83.877061,33.169623,5,Aug 10 2023,-1.7412,-1.7402,75.885,75.061,-1.7396,-1.7386,34.3858,34.3864,343.74,346.68,0.1423,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.598619,1.024598619,,,,,,,,,,,,,,,,
54,PS138_22-1-N6,PS138_22-1_75,PS138_22-1,83.877061,33.169623,6,Aug 10 2023,-1.7393,-1.7433,75.889,75.065,-1.7377,-1.7417,34.3853,34.3868,343.81,347,0.1423,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.598235,1.024598235,,,,,,,,,,,,,,,,
55,PS138_22-1-N7,PS138_22-1_50,PS138_22-1,83.877061,33.169623,7,Aug 10 2023,-1.7196,-1.7185,50.518,49.972,-1.7186,-1.7175,34.3717,34.3726,344.22,347.74,0.2415,50,50,-1.5,350.4,2,-1.5,350.4,2,3.939,2,0.017,2,1.987,2,7.827,2,0.033,2,0.035,2,0.001,2,0.972,2,0.035,2,0.001,2,2.535,2,0.002,2,1.129,2,2.861,2,0.002,2,0.526,2,0.001,2,1.045,2,0.549,2,0.001,2,-0.011,2,0.003,2,1.034,2,-0.012,2,0.003,2,11.166,2,0.023,2,0.989,2,11.038,2,0.022,2,0.545,2,0.003,2,0.955,2,0.52,2,0.003,2,1024.587797,1.024587797,1028.275976,7.639,0.032,0.034,0.001,2.792,0.002,0.536,0.001,-0.012,0.003,10.773,0.021,0.508,0.003,340.765
56,PS138_22-1-N8,PS138_22-1_50,PS138_22-1,83.877061,33.169623,8,Aug 10 2023,-1.7194,-1.7147,50.507,49.961,-1.7184,-1.7136,34.3711,34.3741,344.69,347.66,0.2661,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.587336,1.024587336,,,,,,,,,,,,,,,,
57,PS138_22-1-N9,PS138_22-1_50,PS138_22-1,83.877061,33.169623,9,Aug 10 2023,-1.718,-1.7134,50.515,49.969,-1.717,-1.7123,34.3721,34.3739,344.94,347.01,0.2564,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.588104,1.024588104,,,,,,,,,,,,,,,,
58,PS138_22-1-N10,PS138_22-1_30,PS138_22-1,83.877061,33.169623,10,Aug 10 2023,-1.6757,-1.6768,30.244,29.919,-1.6751,-1.6762,34.3234,34.3246,362.46,364.59,1.0032,30,30,-1.4,368.6,2,,,,2.795,2,0.007,2,1.987,2,5.553,2,0.013,2,0.021,2,0,2,0.972,2,0.02,2,0,2,2.245,2,0.001,2,1.129,2,2.534,2,0.002,2,0.409,2,0.001,2,1.045,2,0.428,2,0.001,2,0.03,2,0.001,2,1.034,2,0.032,2,0.002,2,9.259,2,0.014,2,0.989,2,9.153,2,0.014,2,0.444,2,0.002,2,0.955,2,0.423,2,0.001,2,1024.550725,1.024550725,1028.230527,5.42,0.013,0.02,0,2.473,0.002,0.418,0.001,0.031,0.002,8.934,0.014,0.413,0.001,358.48
59,PS138_22-1-N11,PS138_22-1_30,PS138_22-1,83.877061,33.169623,11,Aug 10 2023,-1.6762,-1.6756,30.24,29.915,-1.6756,-1.675,34.3239,34.324,363.07,363.8,1.0152,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.551108,1.024551108,,,,,,,,,,,,,,,,
60,PS138_22-1-N12,PS138_22-1_30,PS138_22-1,83.877061,33.169623,12,Aug 10 2023,-1.6764,-1.6769,30.246,29.921,-1.6758,-1.6763,34.3239,34.3245,362.71,365.45,0.9682,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.551108,1.024551108,,,,,,,,,,,,,,,,
61,PS138_22-1-N13,PS138_22-1_30,PS138_22-1,83.877061,33.169623,13,Aug 10 2023,-1.6768,-1.6781,30.25,29.925,-1.6762,-1.6775,34.324,34.3248,362.71,363.62,0.9664,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.551185,1.024551185,,,,,,,,,,,,,,,,
62,PS138_22-1-N14,PS138_22-1_30,PS138_22-1,83.877061,33.169623,14,Aug 10 2023,-1.6758,-1.6785,30.248,29.923,-1.6752,-1.6778,34.3236,34.3249,362.76,364.62,1.0077,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.550878,1.024550878,,,,,,,,,,,,,,,,
63,PS138_22-1-N15,PS138_22-1_30,PS138_22-1,83.877061,33.169623,15,Aug 10 2023,-1.6766,-1.678,30.244,29.919,-1.676,-1.6774,34.3241,34.3249,362.6,365.31,1.0295,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.551262,1.024551262,,,,,,,,,,,,,,,,
64,PS138_22-1-N16,PS138_22-1_20,PS138_22-1,83.877061,33.169623,16,Aug 10 2023,-1.5987,-1.5988,20.104,19.888,-1.5983,-1.5984,33.5037,33.51,377.38,379.72,0.6043,20,20,-1.2,381.6,2,,,,2.006,2,0.007,2,1.987,2,3.986,2,0.014,2,0.013,2,0,2,0.972,2,0.013,2,0,2,1.97,2,0.004,2,1.129,2,2.223,2,0.005,2,0.326,2,0,2,1.045,2,0.341,2,0,2,0.035,2,0.001,2,1.034,2,0.036,2,0.001,2,7.988,2,0.015,2,0.989,2,7.896,2,0.015,2,0.381,2,0.003,2,0.955,2,0.363,2,0.002,2,1023.921576,1.023921576,1027.539528,3.893,0.014,0.013,0,2.171,0.005,0.333,0,0.035,0.001,7.712,0.015,0.355,0.002,371.373
65,PS138_22-1-N17,PS138_22-1_20,PS138_22-1,83.877061,33.169623,17,Aug 10 2023,-1.5985,-1.5989,20.111,19.895,-1.5981,-1.5985,33.5033,33.5051,377.64,381.03,0.5853,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.921269,1.023921269,,,,,,,,,,,,,,,,
66,PS138_22-1-N18,PS138_22-1_20,PS138_22-1,83.877061,33.169623,18,Aug 10 2023,-1.5983,-1.5988,20.112,19.896,-1.5979,-1.5984,33.4991,33.5018,377.31,380.37,0.5452,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.918046,1.023918046,,,,,,,,,,,,,,,,
67,PS138_22-1-N19,PS138_22-1_10,PS138_22-1,83.877061,33.169623,19,Aug 10 2023,-1.5953,-1.5962,9.882,9.777,-1.5951,-1.596,33.2928,33.2913,379.68,381.87,0.1985,10,10,-1.3,387.4,2,,,,1.344,2,0.006,2,1.987,2,2.671,2,0.012,2,0.018,2,0.001,2,0.972,2,0.018,2,0,2,1.623,2,0,2,1.129,2,1.832,2,0,2,0.247,2,0.002,2,1.045,2,0.259,2,0.002,2,0.026,2,0,2,1.034,2,0.027,2,0,2,6.695,2,0.015,2,0.989,2,6.618,2,0.015,2,0.304,2,0.004,2,0.955,2,0.291,2,0.003,2,1023.759703,1.023759703,1027.369734,2.609,0.012,0.018,0,1.789,0,0.253,0.002,0.026,0,6.464,0.015,0.284,0.003,377.079
68,PS138_22-1-N20,PS138_22-1_10,PS138_22-1,83.877061,33.169623,20,Aug 10 2023,-1.5953,-1.596,9.888,9.782,-1.5951,-1.5958,33.2927,33.2917,380.07,381.15,0.2547,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.759627,1.023759627,,,,,,,,,,,,,,,,
69,PS138_22-1-N21,PS138_22-1_10,PS138_22-1,83.877061,33.169623,21,Aug 10 2023,-1.5944,-1.5953,9.882,9.777,-1.5942,-1.5951,33.2948,33.2928,380.1,382.24,0.2547,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.761238,1.023761238,,,,,,,,,,,,,,,,
70,PS138_22-1-N22,PS138_22-1_2,PS138_22-1,83.877061,33.169623,22,Aug 10 2023,-1.5926,-1.5909,2.171,2.148,-1.5925,-1.5908,33.2908,33.292,380.55,381.46,0.1412,2,2,-1.3,385.9,3,-1.3,385.9,3,1.238,2,0.021,2,1.987,2,2.461,2,0.041,2,0.023,2,0.003,2,0.972,2,0.023,2,0.003,2,1.586,2,0.006,2,1.129,2,1.79,2,0.007,2,0.24,2,0.003,2,1.045,2,0.251,2,0.003,2,0.02,2,0.001,2,1.034,2,0.021,2,0.001,2,6.708,2,0.212,2,0.989,2,6.631,2,0.209,2,0.305,2,0.009,2,0.955,2,0.291,2,0.009,2,1023.758168,1.023758168,1027.368074,2.404,0.04,0.022,0.003,1.748,0.007,0.245,0.003,0.021,0.001,6.477,0.204,0.284,0.009,375.62
71,PS138_22-1-N23,PS138_22-1_2,PS138_22-1,83.877061,33.169623,23,Aug 10 2023,-1.4803,-1.587,2.165,2.142,-1.4803,-1.587,33.2801,33.2925,379.05,381.98,0.1475,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.749956,1.023749956,,,,,,,,,,,,,,,,
72,PS138_22-1-N24,PS138_22-1_2,PS138_22-1,83.877061,33.169623,24,Aug 10 2023,-1.4977,-1.583,2.182,2.159,-1.4976,-1.583,33.2797,33.2954,379.34,381.96,0.1561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.749649,1.023749649,,,,,,,,,,,,,,,,
73,PS138_26-1-N1,PS138_26-1_3969,PS138_26-1,83.853249,34.106321,1,Aug 11 2023,-0.9164,-0.916,4050.117,3969.011,-0.6526,-0.6521,34.9403,34.9418,286.99,291.67,-0.0543,3969,3969,-0.6,303.9,2,,,,7.946,2,0,2,1.987,2,15.79,2,0,2,-0.02,2,0,2,0.972,2,-0.019,2,0,2,10.584,2,0,2,1.129,2,11.946,2,0,2,0.969,2,0,2,1.045,2,1.013,2,0,2,-0.014,2,0,2,1.034,2,-0.014,2,0,2,17.747,2,0,2,0.989,2,17.544,2,0,2,0.936,2,0,2,0.955,2,0.894,2,0,2,1025.024217,1.025024217,1028.693276,15.405,0,-0.019,0,11.654,0,0.988,0,-0.014,0,17.116,0,0.872,0,295.423
74,PS138_26-1-N2,PS138_26-1_3963,PS138_26-1,83.853249,34.106321,2,Aug 11 2023,-0.9165,-0.9163,4044.102,3963.17,-0.6533,-0.653,34.9401,34.9418,286.98,291.16,-0.0549,3963,3963.1,-0.6,304.1,2,,,,7.929,2,0.005,2,1.987,2,15.756,2,0.01,2,-0.018,2,0,2,0.972,2,-0.017,2,0,2,10.579,2,0.005,2,1.129,2,11.939,2,0.005,2,0.969,2,0.001,2,1.045,2,1.013,2,0.001,2,0.018,2,0.001,2,1.034,2,0.019,2,0.001,2,18.002,2,0.038,2,0.989,2,17.796,2,0.038,2,0.939,2,0.002,2,0.955,2,0.896,2,0.002,2,1025.024063,1.025024063,1028.693111,15.371,0.01,-0.017,0,11.648,0.005,0.988,0.001,0.019,0.001,17.362,0.037,0.874,0.002,295.618
75,PS138_26-1-N3,PS138_26-1_3958,PS138_26-1,83.853249,34.106321,3,Aug 11 2023,-0.9166,-0.9163,4038.855,3958.075,-0.6539,-0.6535,34.9403,34.9418,287.13,291.64,-0.0549,3958,3958.1,-0.6,304,2,,,,7.888,2,0.006,2,1.987,2,15.674,2,0.013,2,-0.018,2,0,2,0.972,2,-0.017,2,0,2,10.583,2,0.002,2,1.129,2,11.945,2,0.002,2,0.97,2,0.003,2,1.045,2,1.014,2,0.003,2,-0.012,2,0,2,1.034,2,-0.012,2,0,2,17.595,2,0.012,2,0.989,2,17.394,2,0.012,2,0.927,2,0.002,2,0.955,2,0.885,2,0.002,2,1025.024217,1.025024217,1028.693276,15.291,0.013,-0.017,0,11.653,0.002,0.989,0.003,-0.012,0,16.969,0.012,0.863,0.002,295.521
76,PS138_26-1-N4,PS138_26-1_3958,PS138_26-1,83.853249,34.106321,4,Aug 11 2023,-0.9166,-0.9163,4038.832,3958.053,-0.6538,-0.6535,34.9402,34.9418,287.19,291.15,-0.0543,3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.02414,1.02502414,,,,,,,,,,,,,,,,
77,PS138_26-1-N5,PS138_26-1_3780,PS138_26-1,83.853249,34.106321,5,Aug 11 2023,-0.9167,-0.9165,3850.509,3775.11,-0.6725,-0.6723,34.9406,34.9422,285.06,287.74,-0.0549,3780,3776,-0.6,303.9,2,,,,7.869,2,0.006,2,1.987,2,15.636,2,0.013,2,-0.019,2,0.001,2,0.972,2,-0.019,2,0,2,10.585,2,0.002,2,1.129,2,11.946,2,0.002,2,0.968,2,0.001,2,1.045,2,1.012,2,0.001,2,-0.013,2,0.001,2,1.034,2,-0.014,2,0.001,2,17.622,2,0.008,2,0.989,2,17.42,2,0.007,2,0.929,2,0.002,2,0.955,2,0.887,2,0.001,2,1025.024447,1.025024447,1028.693524,15.254,0.013,-0.019,0,11.654,0.002,0.987,0.001,-0.014,0.001,16.995,0.007,0.865,0.001,295.423
78,PS138_26-1-N6,PS138_26-1_3001,PS138_26-1,83.853249,34.106321,6,Aug 11 2023,-0.9214,-0.9214,3055.604,3001.222,-0.7491,-0.7491,34.9341,34.9358,286.62,287.89,-0.0549,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.019458,1.025019458,,,,,,,,,,,,,,,,
79,PS138_26-1-N7,PS138_26-1_3001,PS138_26-1,83.853249,34.106321,7,Aug 11 2023,-0.9212,-0.9212,3055.806,3001.418,-0.7489,-0.7489,34.9342,34.9358,286.47,287.31,-0.0549,3001,3001,-0.5,306.2,2,,,,7.826,2,0.021,2,1.987,2,15.551,2,0.042,2,-0.019,2,0.001,2,0.972,2,-0.019,2,0,2,10.316,2,0.002,2,1.129,2,11.643,2,0.003,2,0.969,2,0,2,1.045,2,1.013,2,0,2,-0.019,2,0,2,1.034,2,-0.02,2,0,2,17.619,2,0.017,2,0.989,2,17.417,2,0.016,2,0.927,2,0.002,2,0.955,2,0.885,2,0.001,2,1025.019535,1.025019535,1028.681451,15.171,0.041,-0.019,0,11.359,0.003,0.988,0,-0.02,0,16.992,0.016,0.863,0.001,297.663
80,PS138_26-1-N8,PS138_26-1_2501,PS138_26-1,83.853249,34.106321,8,Aug 11 2023,-0.8931,-0.8931,2543.091,2500.793,-0.7608,-0.7609,34.9274,34.9289,287.34,288.13,-0.0549,2501,2500.7,-0.4,305.3,2,,,,7.771,2,0.018,2,1.987,2,15.443,2,0.035,2,-0.018,2,0,2,0.972,2,-0.017,2,0,2,10.117,2,0.003,2,1.129,2,11.419,2,0.003,2,0.968,2,0.002,2,1.045,2,1.012,2,0.002,2,-0.01,2,0,2,1.034,2,-0.011,2,0.001,2,17.808,2,0.002,2,0.989,2,17.604,2,0.002,2,0.927,2,0.004,2,0.955,2,0.885,2,0.004,2,1025.014316,1.025014316,1028.668922,15.066,0.034,-0.017,0,11.14,0.003,0.987,0.002,-0.011,0.001,17.174,0.002,0.863,0.004,296.791
81,PS138_26-1-N9,PS138_26-1_2001,PS138_26-1,83.853249,34.106321,9,Aug 11 2023,-0.8213,-0.8214,2032.159,2000.741,-0.724,-0.7241,34.9205,34.9219,288.6,288.9,-0.0554,2001,2000.5,-0.4,306.5,2,,,,7.69,2,0.002,2,1.987,2,15.281,2,0.004,2,-0.018,2,0,2,0.972,2,-0.017,2,0,2,9.912,2,0.004,2,1.129,2,11.187,2,0.005,2,0.968,2,0.001,2,1.045,2,1.011,2,0.001,2,-0.016,2,0.001,2,1.034,2,-0.017,2,0.001,2,17.722,2,0.016,2,0.989,2,17.519,2,0.016,2,0.929,2,0.002,2,0.955,2,0.886,2,0.001,2,1025.00902,1.02500902,1028.663222,14.908,0.004,-0.017,0,10.914,0.005,0.986,0.001,-0.017,0.001,17.092,0.016,0.864,0.001,297.96
82,PS138_26-1-N10,PS138_26-1_1800,PS138_26-1,83.853249,34.106321,10,Aug 11 2023,-0.7702,-0.7704,1827.712,1800.319,-0.6854,-0.6856,34.9185,34.92,288.88,289.67,-0.0549,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.007485,1.025007485,,,,,,,,,,,,,,,,
83,PS138_26-1-N11,PS138_26-1_1800,PS138_26-1,83.853249,34.106321,11,Aug 11 2023,-0.7701,-0.7704,1827.752,1800.358,-0.6853,-0.6856,34.9186,34.92,289.09,289.84,-0.0549,1800,1800.2,-0.3,305.6,2,,,,7.624,2,0.012,2,1.987,2,15.15,2,0.024,2,-0.018,2,0,2,0.972,2,-0.017,2,0,2,9.791,2,0.007,2,1.129,2,11.051,2,0.008,2,0.968,2,0.001,2,1.045,2,1.011,2,0.001,2,-0.015,2,0.002,2,1.034,2,-0.016,2,0.002,2,17.697,2,0.005,2,0.989,2,17.494,2,0.004,2,0.923,2,0,2,0.955,2,0.881,2,0,2,1025.007561,1.025007561,1028.654617,14.78,0.023,-0.017,0,10.781,0.008,0.986,0.001,-0.016,0.002,17.067,0.004,0.86,0,297.087
84,PS138_26-1-N12,PS138_26-1_1001,PS138_26-1,83.853249,34.106321,12,Aug 11 2023,-0.2566,-0.257,1014.242,1000.967,-0.2129,-0.2133,34.9073,34.9086,296.24,296.56,-0.0543,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.998888,1.024998888,,,,,,,,,,,,,,,,
85,PS138_26-1-N13,PS138_26-1_1001,PS138_26-1,83.853249,34.106321,13,Aug 11 2023,-0.2565,-0.2569,1014.324,1001.048,-0.2129,-0.2133,34.9073,34.9086,296.1,296.72,-0.0549,1001,1000.4,0.1,309.4,2,0.1,309.4,2,7.346,2,0,2,1.987,2,14.598,2,0,2,-0.018,2,0,2,0.972,2,-0.017,2,0,2,7.329,2,0,2,1.129,2,8.272,2,0,2,0.901,2,0,2,1.045,2,0.942,2,0,2,-0.004,2,0,2,1.034,2,-0.004,2,0,2,16.954,2,0,2,0.989,2,16.76,2,0,2,0.867,2,0,2,0.955,2,0.828,2,0,2,1024.998888,1.024998888,1028.615872,14.242,0,-0.017,0,8.07,0,0.919,0,-0.004,0,16.351,0,0.808,0,300.793
86,PS138_26-1-N14,PS138_26-1_1001,PS138_26-1,83.853249,34.106321,14,Aug 11 2023,-0.2567,-0.257,1014.401,1001.123,-0.213,-0.2134,34.9072,34.9086,295.92,296.45,-0.0549,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.998812,1.024998812,,,,,,,,,,,,,,,,
87,PS138_26-1-N15,PS138_26-1_701,PS138_26-1,83.853249,34.106321,15,Aug 11 2023,0.3687,0.368,709.358,700.584,0.4009,0.4002,34.9048,34.9062,297.19,297.38,-0.056,701,700.2,0.6,308.9,2,,,,6.955,2,0.005,2,1.987,2,13.821,2,0.01,2,-0.014,2,0.001,2,0.972,2,-0.014,2,0.001,2,5.971,2,0.001,2,1.129,2,6.739,2,0.001,2,0.848,2,0,2,1.045,2,0.886,2,0,2,-0.007,2,0.001,2,1.034,2,-0.008,2,0.001,2,16.267,2,0.059,2,0.989,2,16.082,2,0.058,2,0.823,2,0.002,2,0.955,2,0.785,2,0.001,2,1024.996969,1.024996969,1028.574168,13.484,0.01,-0.014,0.001,6.575,0.001,0.864,0,-0.008,0.001,15.69,0.057,0.766,0.001,300.319
88,PS138_26-1-N16,PS138_26-1_500,PS138_26-1,83.853249,34.106321,16,Aug 11 2023,1.2517,1.2514,506.386,500.366,1.2775,1.2771,34.9188,34.92,296.63,296.01,-0.0543,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.007715,1.025007715,,,,,,,,,,,,,,,,
